30 30 0 0 0 0
u
20.0000 20.0000 20.0000 20.0000 20.0000 20.0000 20.0000 20.0000 20.0000 20.0000 20.0000 20.0000 20.0000 20.0000 20.0000 20.0000 20.0000 20.0000 20.0000 20.0000 20.0000 20.0000 20.0000 20.0000 20.0000 20.0000 20.0000 20.0000 20.0000 20.0000 
l
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
Q
900
0 0 -0.1308
0 1 -0.2517
0 2 0.0041
0 3 -0.0478
0 4 -0.0266
0 5 0.0441
0 6 -0.0121
0 7 -0.0169
0 8 -0.0134
0 9 -0.1077
0 10 0.1134
0 11 -0.0409
0 12 0.0116
0 13 -0.1348
0 14 -0.0075
0 15 0.0171
0 16 -0.0191
0 17 0.0472
0 18 0.0641
0 19 0.0261
0 20 0.0240
0 21 0.0872
0 22 -0.0058
0 23 0.0945
0 24 -0.3487
0 25 -0.0765
0 26 0.1425
0 27 0.0579
0 28 -0.1429
0 29 -0.1523
1 0 -0.2517
1 1 -0.1383
1 2 0.0749
1 3 0.1331
1 4 -0.1716
1 5 -0.0534
1 6 -0.0329
1 7 -0.1683
1 8 -0.0282
1 9 -0.0001
1 10 0.2766
1 11 -0.0329
1 12 -0.0274
1 13 -0.1040
1 14 0.0362
1 15 0.0346
1 16 0.2108
1 17 -0.0228
1 18 0.0228
1 19 0.0309
1 20 -0.0273
1 21 -0.0182
1 22 0.0640
1 23 0.0814
1 24 0.0818
1 25 0.0705
1 26 -0.0911
1 27 -0.1777
1 28 0.0673
1 29 -0.0487
2 0 0.0041
2 1 0.0749
2 2 -0.1910
2 3 0.2282
2 4 -0.0433
2 5 0.0183
2 6 -0.1179
2 7 -0.0657
2 8 0.1357
2 9 0.1159
2 10 -0.0707
2 11 0.1343
2 12 -0.0218
2 13 -0.0658
2 14 0.0377
2 15 0.0452
2 16 -0.1002
2 17 -0.1720
2 18 0.0869
2 19 -0.0989
2 20 -0.0793
2 21 -0.0225
2 22 -0.0538
2 23 -0.0647
2 24 0.0652
2 25 -0.0008
2 26 -0.0298
2 27 0.0198
2 28 0.0326
2 29 -0.0518
3 0 -0.0478
3 1 0.1331
3 2 0.2282
3 3 -0.0248
3 4 -0.1009
3 5 -0.0278
3 6 0.0947
3 7 -0.0235
3 8 0.0957
3 9 0.1801
3 10 -0.1116
3 11 0.0613
3 12 -0.1075
3 13 -0.2421
3 14 -0.0878
3 15 -0.1292
3 16 0.1331
3 17 0.0081
3 18 -0.0288
3 19 -0.0225
3 20 0.1087
3 21 0.0294
3 22 0.0413
3 23 -0.0453
3 24 -0.0617
3 25 -0.0372
3 26 0.2333
3 27 0.2000
3 28 -0.1102
3 29 0.0639
4 0 -0.0266
4 1 -0.1716
4 2 -0.0433
4 3 -0.1009
4 4 0.1047
4 5 -0.0357
4 6 -0.0231
4 7 0.0758
4 8 0.0591
4 9 0.0967
4 10 -0.1331
4 11 0.0328
4 12 -0.0341
4 13 0.0090
4 14 0.0865
4 15 -0.0360
4 16 0.0802
4 17 -0.1484
4 18 0.1400
4 19 0.0949
4 20 -0.0847
4 21 0.1669
4 22 -0.0476
4 23 0.0870
4 24 0.1993
4 25 0.0657
4 26 -0.1080
4 27 0.1389
4 28 0.0036
4 29 -0.1166
5 0 0.0441
5 1 -0.0534
5 2 0.0183
5 3 -0.0278
5 4 -0.0357
5 5 -0.0232
5 6 -0.0283
5 7 -0.1653
5 8 0.0094
5 9 0.0334
5 10 0.1926
5 11 -0.0524
5 12 -0.0783
5 13 0.1974
5 14 -0.0524
5 15 0.0850
5 16 -0.0738
5 17 0.0947
5 18 0.0009
5 19 -0.0278
5 20 -0.0650
5 21 0.0625
5 22 -0.1823
5 23 -0.0869
5 24 0.0212
5 25 -0.0799
5 26 -0.0103
5 27 0.0198
5 28 -0.0122
5 29 -0.0223
6 0 -0.0121
6 1 -0.0329
6 2 -0.1179
6 3 0.0947
6 4 -0.0231
6 5 -0.0283
6 6 -0.1826
6 7 0.0583
6 8 -0.2708
6 9 0.0292
6 10 0.0738
6 11 -0.0928
6 12 0.1517
6 13 -0.0769
6 14 -0.0366
6 15 0.0923
6 16 0.0300
6 17 0.0911
6 18 -0.0004
6 19 0.0944
6 20 -0.1044
6 21 -0.1356
6 22 -0.0148
6 23 0.0605
6 24 -0.0039
6 25 -0.0160
6 26 -0.0673
6 27 0.1408
6 28 -0.0548
6 29 0.0862
7 0 -0.0169
7 1 -0.1683
7 2 -0.0657
7 3 -0.0235
7 4 0.0758
7 5 -0.1653
7 6 0.0583
7 7 -0.2325
7 8 0.0033
7 9 0.1247
7 10 -0.1412
7 11 -0.0947
7 12 0.0159
7 13 0.1548
7 14 0.0444
7 15 -0.0462
7 16 0.0554
7 17 -0.1120
7 18 -0.0556
7 19 -0.1535
7 20 -0.0528
7 21 -0.0269
7 22 0.1621
7 23 0.0644
7 24 0.0599
7 25 -0.0332
7 26 0.0538
7 27 -0.1733
7 28 -0.0331
7 29 0.0281
8 0 -0.0134
8 1 -0.0282
8 2 0.1357
8 3 0.0957
8 4 0.0591
8 5 0.0094
8 6 -0.2708
8 7 0.0033
8 8 -0.1147
8 9 -0.0215
8 10 -0.1754
8 11 0.0640
8 12 0.0778
8 13 0.0979
8 14 0.1428
8 15 -0.0103
8 16 -0.1005
8 17 -0.1220
8 18 0.0495
8 19 0.0119
8 20 -0.1222
8 21 0.2322
8 22 -0.0124
8 23 -0.0305
8 24 0.2665
8 25 -0.0706
8 26 0.0700
8 27 -0.1511
8 28 -0.0752
8 29 0.0390
9 0 -0.1077
9 1 -0.0001
9 2 0.1159
9 3 0.1801
9 4 0.0967
9 5 0.0334
9 6 0.0292
9 7 0.1247
9 8 -0.0215
9 9 -0.0939
9 10 0.0940
9 11 -0.0533
9 12 -0.1899
9 13 -0.0478
9 14 0.0303
9 15 0.1812
9 16 0.0741
9 17 -0.0772
9 18 0.1218
9 19 -0.0153
9 20 0.0420
9 21 -0.1649
9 22 0.0470
9 23 0.0286
9 24 0.1289
9 25 -0.0592
9 26 0.0505
9 27 -0.0519
9 28 0.0987
9 29 0.0894
10 0 0.1134
10 1 0.2766
10 2 -0.0707
10 3 -0.1116
10 4 -0.1331
10 5 0.1926
10 6 0.0738
10 7 -0.1412
10 8 -0.1754
10 9 0.0940
10 10 0.0327
10 11 -0.0326
10 12 0.1196
10 13 -0.1216
10 14 0.1537
10 15 0.0190
10 16 -0.0288
10 17 -0.1234
10 18 0.1917
10 19 0.0243
10 20 0.0470
10 21 0.0249
10 22 -0.0938
10 23 0.2391
10 24 0.0572
10 25 0.1242
10 26 -0.1195
10 27 0.0391
10 28 0.1720
10 29 0.0145
11 0 -0.0409
11 1 -0.0329
11 2 0.1343
11 3 0.0613
11 4 0.0328
11 5 -0.0524
11 6 -0.0928
11 7 -0.0947
11 8 0.0640
11 9 -0.0533
11 10 -0.0326
11 11 0.1016
11 12 -0.0336
11 13 -0.0598
11 14 0.1676
11 15 0.0900
11 16 -0.1918
11 17 -0.1068
11 18 -0.0804
11 19 0.0425
11 20 0.1876
11 21 0.0632
11 22 -0.0414
11 23 0.0764
11 24 -0.1696
11 25 0.1858
11 26 0.1265
11 27 0.0309
11 28 -0.0583
11 29 0.1716
12 0 0.0116
12 1 -0.0274
12 2 -0.0218
12 3 -0.1075
12 4 -0.0341
12 5 -0.0783
12 6 0.1517
12 7 0.0159
12 8 0.0778
12 9 -0.1899
12 10 0.1196
12 11 -0.0336
12 12 0.0401
12 13 -0.0637
12 14 0.0375
12 15 -0.0177
12 16 -0.1919
12 17 0.0645
12 18 0.1125
12 19 0.0285
12 20 0.0076
12 21 0.1084
12 22 0.0686
12 23 -0.0941
12 24 -0.0766
12 25 -0.0695
12 26 -0.0679
12 27 0.0756
12 28 0.0892
12 29 -0.0838
13 0 -0.1348
13 1 -0.1040
13 2 -0.0658
13 3 -0.2421
13 4 0.0090
13 5 0.1974
13 6 -0.0769
13 7 0.1548
13 8 0.0979
13 9 -0.0478
13 10 -0.1216
13 11 -0.0598
13 12 -0.0637
13 13 -0.0030
13 14 0.0201
13 15 0.1002
13 16 0.0216
13 17 0.0894
13 18 -0.1266
13 19 0.1825
13 20 0.0150
13 21 0.0740
13 22 0.1527
13 23 0.0884
13 24 -0.0439
13 25 0.2306
13 26 0.0443
13 27 -0.2331
13 28 0.0046
13 29 0.1145
14 0 -0.0075
14 1 0.0362
14 2 0.0377
14 3 -0.0878
14 4 0.0865
14 5 -0.0524
14 6 -0.0366
14 7 0.0444
14 8 0.1428
14 9 0.0303
14 10 0.1537
14 11 0.1676
14 12 0.0375
14 13 0.0201
14 14 0.1143
14 15 -0.0719
14 16 -0.0871
14 17 0.1040
14 18 0.0983
14 19 0.0016
14 20 -0.0589
14 21 -0.0427
14 22 -0.0009
14 23 0.0891
14 24 -0.0795
14 25 0.1525
14 26 -0.0611
14 27 -0.1235
14 28 -0.0269
14 29 0.0803
15 0 0.0171
15 1 0.0346
15 2 0.0452
15 3 -0.1292
15 4 -0.0360
15 5 0.0850
15 6 0.0923
15 7 -0.0462
15 8 -0.0103
15 9 0.1812
15 10 0.0190
15 11 0.0900
15 12 -0.0177
15 13 0.1002
15 14 -0.0719
15 15 -0.2315
15 16 -0.0406
15 17 -0.0398
15 18 0.1030
15 19 -0.0717
15 20 -0.0448
15 21 0.0283
15 22 0.0790
15 23 -0.0001
15 24 -0.1068
15 25 0.1430
15 26 -0.0342
15 27 0.2143
15 28 0.0706
15 29 -0.0578
16 0 -0.0191
16 1 0.2108
16 2 -0.1002
16 3 0.1331
16 4 0.0802
16 5 -0.0738
16 6 0.0300
16 7 0.0554
16 8 -0.1005
16 9 0.0741
16 10 -0.0288
16 11 -0.1918
16 12 -0.1919
16 13 0.0216
16 14 -0.0871
16 15 -0.0406
16 16 0.0244
16 17 -0.0205
16 18 0.0367
16 19 0.2339
16 20 0.0067
16 21 0.0018
16 22 0.0241
16 23 -0.0252
16 24 -0.0356
16 25 0.1253
16 26 0.1730
16 27 -0.0318
16 28 0.1916
16 29 0.0318
17 0 0.0472
17 1 -0.0228
17 2 -0.1720
17 3 0.0081
17 4 -0.1484
17 5 0.0947
17 6 0.0911
17 7 -0.1120
17 8 -0.1220
17 9 -0.0772
17 10 -0.1234
17 11 -0.1068
17 12 0.0645
17 13 0.0894
17 14 0.1040
17 15 -0.0398
17 16 -0.0205
17 17 0.1351
17 18 -0.0113
17 19 -0.0068
17 20 0.1241
17 21 -0.0313
17 22 0.1133
17 23 -0.0947
17 24 -0.0447
17 25 -0.0091
17 26 -0.0449
17 27 0.0147
17 28 0.0680
17 29 -0.0125
18 0 0.0641
18 1 0.0228
18 2 0.0869
18 3 -0.0288
18 4 0.1400
18 5 0.0009
18 6 -0.0004
18 7 -0.0556
18 8 0.0495
18 9 0.1218
18 10 0.1917
18 11 -0.0804
18 12 0.1125
18 13 -0.1266
18 14 0.0983
18 15 0.1030
18 16 0.0367
18 17 -0.0113
18 18 -0.0088
18 19 0.1962
18 20 -0.0463
18 21 -0.0526
18 22 0.2337
18 23 -0.0064
18 24 -0.0486
18 25 -0.1166
18 26 0.1351
18 27 -0.0374
18 28 0.0267
18 29 -0.0944
19 0 0.0261
19 1 0.0309
19 2 -0.0989
19 3 -0.0225
19 4 0.0949
19 5 -0.0278
19 6 0.0944
19 7 -0.1535
19 8 0.0119
19 9 -0.0153
19 10 0.0243
19 11 0.0425
19 12 0.0285
19 13 0.1825
19 14 0.0016
19 15 -0.0717
19 16 0.2339
19 17 -0.0068
19 18 0.1962
19 19 0.0617
19 20 0.0831
19 21 -0.0521
19 22 -0.0765
19 23 0.1234
19 24 -0.0299
19 25 -0.0201
19 26 -0.0114
19 27 -0.0493
19 28 0.0712
19 29 -0.0405
20 0 0.0240
20 1 -0.0273
20 2 -0.0793
20 3 0.1087
20 4 -0.0847
20 5 -0.0650
20 6 -0.1044
20 7 -0.0528
20 8 -0.1222
20 9 0.0420
20 10 0.0470
20 11 0.1876
20 12 0.0076
20 13 0.0150
20 14 -0.0589
20 15 -0.0448
20 16 0.0067
20 17 0.1241
20 18 -0.0463
20 19 0.0831
20 20 -0.0643
20 21 0.0736
20 22 0.2374
20 23 0.0141
20 24 0.0497
20 25 0.0625
20 26 0.0066
20 27 0.1224
20 28 0.0379
20 29 0.1140
21 0 0.0872
21 1 -0.0182
21 2 -0.0225
21 3 0.0294
21 4 0.1669
21 5 0.0625
21 6 -0.1356
21 7 -0.0269
21 8 0.2322
21 9 -0.1649
21 10 0.0249
21 11 0.0632
21 12 0.1084
21 13 0.0740
21 14 -0.0427
21 15 0.0283
21 16 0.0018
21 17 -0.0313
21 18 -0.0526
21 19 -0.0521
21 20 0.0736
21 21 -0.0158
21 22 -0.0434
21 23 0.1635
21 24 -0.0003
21 25 0.0478
21 26 0.0066
21 27 0.1555
21 28 -0.1022
21 29 0.0110
22 0 -0.0058
22 1 0.0640
22 2 -0.0538
22 3 0.0413
22 4 -0.0476
22 5 -0.1823
22 6 -0.0148
22 7 0.1621
22 8 -0.0124
22 9 0.0470
22 10 -0.0938
22 11 -0.0414
22 12 0.0686
22 13 0.1527
22 14 -0.0009
22 15 0.0790
22 16 0.0241
22 17 0.1133
22 18 0.2337
22 19 -0.0765
22 20 0.2374
22 21 -0.0434
22 22 0.2159
22 23 0.1840
22 24 -0.0238
22 25 -0.0389
22 26 0.0509
22 27 0.0087
22 28 -0.0491
22 29 -0.1776
23 0 0.0945
23 1 0.0814
23 2 -0.0647
23 3 -0.0453
23 4 0.0870
23 5 -0.0869
23 6 0.0605
23 7 0.0644
23 8 -0.0305
23 9 0.0286
23 10 0.2391
