13 10 0 0 0 1
u
10.0000 10.0000 10.0000 10.0000 10.0000 10.0000 10.0000 10.0000 10.0000 10.0000 10.0000 10.0000 10.0000 
l
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
Q
64
0 0 -6.0000
0 10 -13.0000
0 11 -18.0000
0 12 -19.0000
1 1 19.0000
1 10 20.0000
1 11 18.0000
1 12 -4.0000
2 2 10.0000
2 10 -13.0000
2 11 1.0000
3 3 -12.0000
3 10 1.0000
3 11 6.0000
4 4 10.0000
4 10 6.0000
4 11 -15.0000
5 5 -10.0000
5 10 -1.0000
5 11 7.0000
5 12 -18.0000
6 6 -5.0000
6 11 11.0000
6 12 5.0000
7 7 -13.0000
7 12 9.0000
8 10 -14.0000
8 11 -15.0000
9 9 7.0000
9 10 -12.0000
9 11 -19.0000
9 12 -19.0000
10 0 -13.0000
10 1 20.0000
10 2 -13.0000
10 3 1.0000
10 4 6.0000
10 5 -1.0000
10 8 -14.0000
10 9 -12.0000
10 10 21.0000
10 11 19.0000
10 12 20.0000
11 0 -18.0000
11 1 18.0000
11 2 1.0000
11 3 6.0000
11 4 -15.0000
11 5 7.0000
11 6 11.0000
11 8 -15.0000
11 9 -19.0000
11 10 19.0000
11 11 35.0000
11 12 30.0000
12 0 -19.0000
12 1 -4.0000
12 5 -18.0000
12 6 5.0000
12 7 9.0000
12 9 -19.0000
12 10 20.0000
12 11 30.0000
12 12 36.0000
c
0
Dq
28
0 3 3  8.0000
0 3 12  10.0000
0 4 4  8.0000
0 4 13  6.0000
0 5 5  7.0000
0 5 12  7.0000
0 6 11  5.0000
0 6 13  8.0000
0 7 7  6.0000
0 8 11  9.0000
0 8 13  5.0000
0 10 10  8.0000
0 11 6  5.0000
0 11 8  9.0000
0 11 11  6.0000
0 11 12  4.0000
0 11 13  5.0000
0 12 3  10.0000
0 12 5  7.0000
0 12 11  4.0000
0 12 12  10.0000
0 12 13  7.0000
0 13 4  6.0000
0 13 6  8.0000
0 13 8  5.0000
0 13 11  5.0000
0 13 12  7.0000
0 13 13  6.0000
eq
1
0  1910.0000
