10 10 0 0 0 5
u
20 20 20 20 20 20 20 20 20 20 
l
0 0 0 0 0 0 0 0 0 0 
Q
55
0 0 -4.000000
0 3 -5.000000
0 4 2.000000
1 4 -4.000000
1 9 3.000000
2 2 5.000000
2 3 -1.000000
2 4 1.000000
2 6 1.000000
2 8 3.000000
2 9 1.000000
3 0 -5.000000
3 2 -1.000000
3 5 -1.000000
3 6 -3.000000
3 7 -5.000000
3 8 -1.000000
3 9 -5.000000
4 0 2.000000
4 1 -4.000000
4 2 1.000000
4 4 -4.000000
4 5 5.000000
4 6 -4.000000
4 9 -3.000000
5 3 -1.000000
5 4 5.000000
5 6 -4.000000
5 7 -1.000000
5 8 4.000000
6 2 1.000000
6 3 -3.000000
6 4 -4.000000
6 5 -4.000000
6 6 4.000000
6 9 -2.000000
7 3 -5.000000
7 5 -1.000000
7 7 4.000000
7 8 4.000000
7 9 4.000000
8 2 3.000000
8 3 -1.000000
8 5 4.000000
8 7 4.000000
8 8 5.000000
8 9 -2.000000
9 1 3.000000
9 2 1.000000
9 3 -5.000000
9 4 -3.000000
9 6 -2.000000
9 7 4.000000
9 8 -2.000000
9 9 2.000000
c
0
Dq
116
0 1 3 6.000000
0 1 5 8.000000
0 3 1 6.000000
0 3 5 7.000000
0 3 6 3.000000
0 4 6 10.000000
0 4 9 8.000000
0 5 1 8.000000
0 5 3 7.000000
0 5 6 6.000000
0 5 9 6.000000
0 6 3 3.000000
0 6 4 10.000000
0 6 5 6.000000
0 7 7 5.000000
0 7 9 1.000000
0 8 10 7.000000
0 9 4 8.000000
0 9 5 6.000000
0 9 7 1.000000
0 10 8 7.000000
1 1 4 5.000000
1 2 7 5.000000
1 2 10 3.000000
1 3 3 4.000000
1 3 8 7.000000
1 4 1 5.000000
1 4 6 8.000000
1 4 9 7.000000
1 5 10 8.000000
1 6 4 8.000000
1 6 8 2.000000
1 7 2 5.000000
1 7 9 1.000000
1 7 10 5.000000
1 8 3 7.000000
1 8 6 2.000000
1 9 4 7.000000
1 9 7 1.000000
1 10 2 3.000000
1 10 5 8.000000
1 10 7 5.000000
1 10 10 3.000000
2 1 1 1.000000
2 1 3 7.000000
2 1 4 9.000000
2 1 5 5.000000
2 1 6 8.000000
2 1 7 3.000000
2 2 2 9.000000
2 2 4 1.000000
2 3 1 7.000000
2 4 1 9.000000
2 4 2 1.000000
2 4 6 7.000000
2 5 1 5.000000
2 6 1 8.000000
2 6 4 7.000000
2 6 6 7.000000
2 7 1 3.000000
2 7 10 4.000000
2 9 10 7.000000
2 10 7 4.000000
2 10 9 7.000000
3 1 3 8.000000
3 1 6 6.000000
3 1 9 8.000000
3 2 5 7.000000
3 2 10 6.000000
3 3 1 8.000000
3 3 4 1.000000
3 4 3 1.000000
3 4 4 9.000000
3 4 7 7.000000
3 5 2 7.000000
3 5 5 8.000000
3 6 1 6.000000
3 6 7 2.000000
3 7 4 7.000000
3 7 6 2.000000
3 7 8 9.000000
3 7 9 1.000000
3 8 7 9.000000
3 8 10 8.000000
3 9 1 8.000000
3 9 7 1.000000
3 9 10 5.000000
3 10 2 6.000000
3 10 8 8.000000
3 10 9 5.000000
4 1 1 5.000000
4 1 3 6.000000
4 1 5 6.000000
4 1 9 3.000000
4 1 10 5.000000
4 2 2 6.000000
4 2 10 4.000000
4 3 1 6.000000
4 3 6 3.000000
4 4 5 8.000000
4 4 8 4.000000
4 5 1 6.000000
4 5 4 8.000000
4 5 7 3.000000
4 6 3 3.000000
4 6 6 8.000000
4 6 9 5.000000
4 6 10 5.000000
4 7 5 3.000000
4 8 4 4.000000
4 9 1 3.000000
4 9 6 5.000000
4 10 1 5.000000
4 10 2 4.000000
4 10 6 5.000000
4 10 10 9.000000
eq
5
0 5160.000000
1 4360.000000
2 4760.000000
3 6120.000000
4 5280.000000
