10 10 0 0 0 5
u
20 20 20 20 20 20 20 20 20 20 
l
0 0 0 0 0 0 0 0 0 0
Q
66
0 1 -4.000000
0 4 3.000000
0 5 1.000000
0 7 -5.000000
1 0 -4.000000
1 1 -3.000000
1 2 3.000000
1 3 4.000000
1 4 5.000000
1 5 -2.000000
1 7 4.000000
1 8 2.000000
2 1 3.000000
2 2 -3.000000
2 3 -1.000000
2 5 1.000000
2 6 -3.000000
2 8 -1.000000
3 1 4.000000
3 2 -1.000000
3 7 4.000000
3 8 -1.000000
3 9 -3.000000
4 0 3.000000
4 1 5.000000
4 4 1.000000
4 5 1.000000
4 6 -2.000000
4 7 3.000000
4 8 3.000000
4 9 1.000000
5 0 1.000000
5 1 -2.000000
5 2 1.000000
5 4 1.000000
5 6 2.000000
5 7 -4.000000
5 9 2.000000
6 2 -3.000000
6 4 -2.000000
6 5 2.000000
6 6 1.000000
6 7 2.000000
6 8 3.000000
6 9 -3.000000
7 0 -5.000000
7 1 4.000000
7 3 4.000000
7 4 3.000000
7 5 -4.000000
7 6 2.000000
7 7 -3.000000
7 8 2.000000
8 1 2.000000
8 2 -1.000000
8 3 -1.000000
8 4 3.000000
8 6 3.000000
8 7 2.000000
8 8 -2.000000
8 9 4.000000
9 3 -3.000000
9 4 1.000000
9 5 2.000000
9 6 -3.000000
9 8 4.000000
c
0
Dq
137
0 1 4 2.000000
0 1 5 3.000000
0 1 8 10.000000
0 1 10 3.000000
0 3 4 1.000000
0 3 7 8.000000
0 3 8 7.000000
0 3 9 3.000000
0 3 10 1.000000
0 4 1 2.000000
0 4 3 1.000000
0 5 1 3.000000
0 5 6 5.000000
0 5 10 6.000000
0 6 5 5.000000
0 6 10 2.000000
0 7 3 8.000000
0 7 7 10.000000
0 8 1 10.000000
0 8 3 7.000000
0 9 3 3.000000
0 10 1 3.000000
0 10 3 1.000000
0 10 5 6.000000
0 10 6 2.000000
0 10 10 6.000000
1 1 2 4.000000
1 1 3 6.000000
1 1 5 2.000000
1 2 1 4.000000
1 3 1 6.000000
1 3 4 6.000000
1 3 9 3.000000
1 3 10 2.000000
1 4 3 6.000000
1 4 4 5.000000
1 4 7 1.000000
1 4 8 1.000000
1 5 1 2.000000
1 5 8 7.000000
1 6 7 8.000000
1 7 4 1.000000
1 7 6 8.000000
1 8 4 1.000000
1 8 5 7.000000
1 9 3 3.000000
1 9 10 10.000000
1 10 3 2.000000
1 10 9 10.000000
2 1 2 6.000000
2 1 4 3.000000
2 1 6 2.000000
2 2 1 6.000000
2 2 3 9.000000
2 2 4 1.000000
2 3 2 9.000000
2 3 4 1.000000
2 3 5 1.000000
2 3 8 7.000000
2 3 9 3.000000
2 3 10 6.000000
2 4 1 3.000000
2 4 2 1.000000
2 4 3 1.000000
2 4 7 6.000000
2 4 8 7.000000
2 5 3 1.000000
2 5 6 3.000000
2 5 7 8.000000
2 5 10 8.000000
2 6 1 2.000000
2 6 5 3.000000
2 6 7 5.000000
2 7 4 6.000000
2 7 5 8.000000
2 7 6 5.000000
2 7 7 6.000000
2 8 3 7.000000
2 8 4 7.000000
2 9 3 3.000000
2 9 9 5.000000
2 10 3 6.000000
2 10 5 8.000000
3 1 2 5.000000
3 1 3 6.000000
3 1 6 9.000000
3 1 7 5.000000
3 1 9 3.000000
3 1 10 7.000000
3 2 1 5.000000
3 3 1 6.000000
3 3 4 3.000000
3 4 3 3.000000
3 4 6 5.000000
3 5 7 4.000000
3 6 1 9.000000
3 6 4 5.000000
3 6 7 4.000000
3 7 1 5.000000
3 7 5 4.000000
3 7 6 4.000000
3 8 10 9.000000
3 9 1 3.000000
3 9 10 7.000000
3 10 1 7.000000
3 10 8 9.000000
3 10 9 7.000000
4 1 2 1.000000
4 1 5 3.000000
4 1 9 3.000000
4 2 1 1.000000
4 2 9 3.000000
4 2 10 3.000000
4 3 9 5.000000
4 4 5 2.000000
4 4 9 8.000000
4 5 1 3.000000
4 5 4 2.000000
4 5 6 3.000000
4 5 8 8.000000
4 6 5 3.000000
4 6 6 4.000000
4 6 8 3.000000
4 7 9 4.000000
4 7 10 7.000000
4 8 5 8.000000
4 8 6 3.000000
4 9 1 3.000000
4 9 2 3.000000
4 9 3 5.000000
4 9 4 8.000000
4 9 7 4.000000
4 9 9 1.000000
4 9 10 8.000000
4 10 2 3.000000
4 10 7 7.000000
4 10 9 8.000000
eq
5
0 4720.000000
1 4200.000000
2 6520.000000
3 5360.000000
4 5080.000000
